
e2,1.065178770507307E-4
h4,0.0016613354553935054
a7,0.002745707741037615
c1,0.004017153022292365
b5,0.0042785428613199405
d1,0.004601601870718932
c8,0.004864294231767837
f2,0.0050935960696481385
c3,0.005491635712775857
e3,0.005680622531238371
d4,0.005771438006560443
g2,0.006949396488753918
g6,0.007043370109299061
b8,0.0074288012906915
c2,0.009150807810517895
h3,0.010206955210627928
d5,0.010221496220146753
e3,0.010472584097331003
h5,0.01070157096359461
h7,0.011943518945899371
a8,0.012000167904380384
g1,0.013695878193950815
c7,0.013841262318375767
d1,0.014644605197776724
d2,0.014712824942221574
f5,0.015008577597482864
g7,0.015455562706480583
h3,0.01548923733027397
c5,0.016241455467801053
c8,0.016453471988433575
g6,0.016734336508183827
d8,0.01695400530841993
h2,0.016962701860599026
g8,0.01713438960958721
c4,0.017439786346584763
c7,0.017665535818750647
b2,0.018126163512853323
b4,0.019085234196352215
e1,0.019480171518756657
c3,0.021027257051359938
a8,0.021293724396867993
f6,0.022031833525966982
h5,0.022696477503343457
b4,0.022810620400499762
e2,0.023081086459563055
d2,0.02396410179623511
b3,0.02439057638328534
b6,0.025143619596213557
e3,0.02601424936461721
d3,0.026955846436030283
g7,0.027167615982061702
b5,0.027381630459228746
f4,0.027859706285020516
h6,0.028613038417884047
f2,0.028812021639661928
d6,0.029589091854869434
d3,0.029901965981044113
e6,0.030440933536033242
a2,0.03053458950015914
g3,0.03053981144918334
f3,0.03104799703208123
a6,0.03147875651309325
f4,0.03160811350135102
h3,0.03185952413734748
h2,0.03190964646844234
c3,0.032346856073354746
f3,0.03441176028543669
d8,0.03573249414653981
g4,0.03620381503580686
c3,0.036709996420874844
e3,0.03736349615318515
c4,0.03838545095143007
h1,0.0384200781277632
f4,0.038910268504714005
g4,0.039593208920437835
c4,0.03995902103445781
h6,0.04006678926372591
b4,0.040265170609540706
f8,0.04176019852971297
b1,0.041777581983306326
h3,0.04244554661591343
e4,0.04329356045747531
g4,0.043342333249571256
h5,0.04412598008790771
d4,0.044259090998588595
g5,0.04428787576881331
h1,0.0443940376501735
f4,0.045414725210376844
h5,0.04564233025317551
b7,0.045697953375754496
f7,0.04667360899558256
a8,0.04693111108907662
c6,0.0469867876999556
f5,0.04756110457407557
d1,0.04803764387758325
h5,0.04901068932025211
g7,0.04935896039900186
a7,0.0496499505358641
b2,0.0499626308309843
g4,0.05007114097658553
